fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time
Chris Lytle,Brian Foster,"February 20, 2010","Sydney, New South Wales, Australia",Steve Perceval,0,0,2,5,0,1,1,0,win,Chris Lytle,Welterweight,SUB Kneebar,1,1:41
CB Dollaway,Goran Reljic,"February 20, 2010","Sydney, New South Wales, Australia",John Sharp,0,0,25,20,5,1,1,3,win,CB Dollaway,Middleweight,U-DEC,3,5:00
James Te Huna,Igor Pokrajac,"February 20, 2010","Sydney, New South Wales, Australia",Steve Perceval,0,2,22,25,5,2,1,0,win,James Te Huna,Light Heavyweight,KO/TKO Punches,3,3:26
Randy Couture,Mark Coleman,"February 06, 2010","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,44,10,1,0,1,0,win,Randy Couture,Light Heavyweight,SUB Rear Naked Choke,2,1:09
Chael Sonnen,Nate Marquardt,"February 06, 2010","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,39,11,6,0,0,2,win,Chael Sonnen,Middleweight,U-DEC,3,5:00
Paulo Thiago,Mike Swick,"February 06, 2010","Las Vegas, Nevada, USA",Herb Dean,1,0,9,7,0,1,1,0,win,Paulo Thiago,Welterweight,SUB D'Arce Choke,2,1:54
Demian Maia,Dan Miller,"February 06, 2010","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,30,20,4,0,0,0,win,Demian Maia,Middleweight,U-DEC,3,5:00
Matt Serra,Frank Trigg,"February 06, 2010","Las Vegas, Nevada, USA",Josh Rosenthal,1,0,12,6,0,0,0,0,win,Matt Serra,Welterweight,KO/TKO Punch,1,2:23
Mac Danzig,Justin Buchholz,"February 06, 2010","Las Vegas, Nevada, USA",Herb Dean,0,0,62,30,3,0,0,1,win,Mac Danzig,Lightweight,U-DEC,3,5:00
Melvin Guillard,Ronys Torres,"February 06, 2010","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,34,6,0,5,0,1,win,Melvin Guillard,Lightweight,U-DEC,3,5:00
Rob Emerson,Phillipe Nover,"February 06, 2010","Las Vegas, Nevada, USA",Herb Dean,0,0,26,19,7,0,0,2,win,Rob Emerson,Lightweight,U-DEC,3,5:00
Phil Davis,Brian Stann,"February 06, 2010","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,48,5,3,0,1,0,win,Phil Davis,Light Heavyweight,U-DEC,3,5:00
Chris Tuchscherer,Tim Hague,"February 06, 2010","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,24,34,1,1,1,1,win,Chris Tuchscherer,Heavyweight,M-DEC,3,5:00
Joey Beltran,Rolles Gracie,"February 06, 2010","Las Vegas, Nevada, USA",Herb Dean,0,0,22,15,0,1,0,0,win,Joey Beltran,Heavyweight,KO/TKO Punches,2,1:31
Gray Maynard,Nate Diaz,"January 11, 2010","Fairfax, Virginia, USA",Mario Yamasaki,0,0,41,70,0,0,0,0,win,Gray Maynard,Lightweight,S-DEC,3,5:00
Evan Dunham,Efrain Escudero,"January 11, 2010","Fairfax, Virginia, USA",Dan Miragliotta,0,1,22,26,3,0,1,2,win,Evan Dunham,Lightweight,SUB Armbar,3,1:59
Aaron Simpson,Tom Lawlor,"January 11, 2010","Fairfax, Virginia, USA",Kevin Mulhall,0,0,36,52,2,1,0,2,win,Aaron Simpson,Middleweight,S-DEC,3,5:00
Amir Sadollah,Brad Blackburn,"January 11, 2010","Fairfax, Virginia, USA",Mario Yamasaki,0,0,87,37,2,0,0,0,win,Amir Sadollah,Welterweight,U-DEC,3,5:00
Chris Leben,Jay Silva,"January 11, 2010","Fairfax, Virginia, USA",Dan Miragliotta,0,0,60,15,2,0,2,0,win,Chris Leben,Middleweight,U-DEC,3,5:00
Rick Story,Jesse Lennox,"January 11, 2010","Fairfax, Virginia, USA",Kevin Mulhall,0,0,47,22,2,1,1,1,win,Rick Story,Welterweight,S-DEC,3,5:00
Thiago Tavares,Nik Lentz,"January 11, 2010","Fairfax, Virginia, USA",Mario Yamasaki,0,0,55,71,1,4,1,1,"draw


draw",Nik Lentz,Lightweight,M-DEC,3,5:00
Rory MacDonald,Mike Guymon,"January 11, 2010","Fairfax, Virginia, USA",Dan Miragliotta,0,0,8,6,2,0,2,0,win,Rory MacDonald,Welterweight,SUB Armbar,1,4:27
Rafael Dos Anjos,Kyle Bradley,"January 11, 2010","Fairfax, Virginia, USA",Rick McCoy,0,0,42,21,5,0,2,0,win,Rafael Dos Anjos,Lightweight,U-DEC,3,5:00
Gerald Harris,John Salter,"January 11, 2010","Fairfax, Virginia, USA",Todd McGovern,0,0,21,7,1,1,0,0,win,Gerald Harris,Middleweight,KO/TKO Punches,3,3:24
Nick Catone,Jesse Forbes,"January 11, 2010","Fairfax, Virginia, USA",Rick McCoy,0,0,32,32,2,0,0,0,win,Nick Catone,Middleweight,S-DEC,3,5:00
Rashad Evans,Thiago Silva,"January 02, 2010","Las Vegas, Nevada, USA",Yves Lavigne,0,0,12,31,8,0,0,0,win,Rashad Evans,Light Heavyweight,U-DEC,3,5:00
Paul Daley,Dustin Hazelett,"January 02, 2010","Las Vegas, Nevada, USA",Herb Dean,1,0,8,4,0,0,0,0,win,Paul Daley,Welterweight,KO/TKO Punch,1,2:24
Sam Stout,Joe Lauzon,"January 02, 2010","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,94,26,0,4,0,2,win,Sam Stout,Lightweight,U-DEC,3,5:00
Jim Miller,Duane Ludwig,"January 02, 2010","Las Vegas, Nevada, USA",Mario Yamasaki,1,0,6,2,0,0,1,0,win,Jim Miller,Lightweight,SUB Armbar,1,2:31
Junior Dos Santos,Gilbert Yvel,"January 02, 2010","Las Vegas, Nevada, USA",Herb Dean,1,0,14,3,0,0,0,0,win,Junior Dos Santos,Heavyweight,KO/TKO Punch,1,2:07
Martin Kampmann,Jacob Volkmann,"January 02, 2010","Las Vegas, Nevada, USA",Yves Lavigne,1,0,14,13,0,0,1,0,win,Martin Kampmann,Welterweight,SUB Guillotine Choke,1,4:03
Cole Miller,Dan Lauzon,"January 02, 2010","Las Vegas, Nevada, USA",Steve Mazzagatti,0,1,15,10,0,1,1,0,win,Cole Miller,Lightweight,SUB Inverted Triangle,1,3:05
Mark Munoz,Ryan Jensen,"January 02, 2010","Las Vegas, Nevada, USA",Mario Yamasaki,0,0,16,9,1,0,0,1,win,Mark Munoz,Middleweight,KO/TKO Punches,1,2:30
Jake Ellenberger,Mike Pyle,"January 02, 2010","Las Vegas, Nevada, USA",Yves Lavigne,1,0,15,5,2,0,0,1,win,Jake Ellenberger,Welterweight,KO/TKO Punch,2,0:22
Rafaello Oliveira,John Gunderson,"January 02, 2010","Las Vegas, Nevada, USA",Herb Dean,0,0,21,1,6,1,4,4,win,Rafaello Oliveira,Lightweight,U-DEC,3,5:00
BJ Penn,Diego Sanchez,"December 12, 2009","Memphis, Tennessee, USA",Herb Dean,0,0,70,8,0,0,0,0,win,BJ Penn,Lightweight,KO/TKO,5,2:37
Frank Mir,Cheick Kongo,"December 12, 2009","Memphis, Tennessee, USA",Herb Dean,1,0,2,0,0,0,1,0,win,Frank Mir,Heavyweight,SUB Guillotine Choke,1,1:12
Jon Fitch,Mike Pierce,"December 12, 2009","Memphis, Tennessee, USA",Mario Yamasaki,0,0,55,54,4,1,0,0,win,Jon Fitch,Welterweight,U-DEC,3,5:00
Kenny Florian,Clay Guida,"December 12, 2009","Memphis, Tennessee, USA",Mario Yamasaki,1,0,22,13,1,0,1,0,win,Kenny Florian,Lightweight,SUB Rear Naked Choke,2,2:19
Stefan Struve,Paul Buentello,"December 12, 2009","Memphis, Tennessee, USA",Dan Miragliotta,0,1,54,37,1,0,2,0,win,Stefan Struve,Heavyweight,M-DEC,3,5:00
Alan Belcher,Wilson Gouveia,"December 12, 2009","Memphis, Tennessee, USA",Herb Dean,1,0,21,29,0,0,0,0,win,Alan Belcher,Catch Weight,KO/TKO Punches,1,3:03
Matt Wiman,Shane Nelson,"December 12, 2009","Memphis, Tennessee, USA",Mario Yamasaki,0,0,55,20,2,1,0,3,win,Matt Wiman,Lightweight,U-DEC,3,5:00
Johny Hendricks,Ricardo Funch,"December 12, 2009","Memphis, Tennessee, USA",Dan Miragliotta,0,0,49,16,7,1,4,0,win,Johny Hendricks,Welterweight,U-DEC,3,5:00
Rousimar Palhares,Lucio Linhares,"December 12, 2009","Memphis, Tennessee, USA",Greg Franklin,0,0,6,8,1,2,3,2,win,Rousimar Palhares,Middleweight,SUB Heel Hook,2,3:21
DaMarques Johnson,Edgar Garcia,"December 12, 2009","Memphis, Tennessee, USA",Herb Dean,0,0,10,17,0,1,1,1,win,DaMarques Johnson,Welterweight,SUB Triangle Choke,1,4:03
TJ Grant,Kevin Burns,"December 12, 2009","Memphis, Tennessee, USA",Greg Franklin,1,1,28,14,1,0,0,0,win,TJ Grant,Welterweight,KO/TKO Punch,1,4:57
Roy Nelson,Brendan Schaub,"December 05, 2009","Las Vegas, Nevada, USA",Herb Dean,1,0,8,12,1,0,0,0,win,Roy Nelson,Heavyweight,KO/TKO Punch,1,3:45
Matt Hamill,Jon Jones,"December 05, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,5,44,0,1,0,0,win,Matt Hamill,Light Heavyweight,DQ,1,4:14
Kevin Ferguson,Houston Alexander,"December 05, 2009","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,27,43,4,0,1,0,win,Kevin Ferguson,Catch Weight,U-DEC,3,5:00
Frankie Edgar,Matt Veach,"December 05, 2009","Las Vegas, Nevada, USA",Herb Dean,0,0,25,7,0,3,1,0,win,Frankie Edgar,Lightweight,SUB Rear Naked Choke,2,2:20
Matt Mitrione,Marcus Jones,"December 05, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,1,0,14,10,0,3,0,1,win,Matt Mitrione,Heavyweight,KO/TKO Punches,2,0:10
James McSweeney,Darrill Schoonover,"December 05, 2009","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,58,16,1,0,2,1,win,James McSweeney,Heavyweight,KO/TKO Knee,3,3:20
Jon Madsen,Justin Wren,"December 05, 2009","Las Vegas, Nevada, USA",Herb Dean,0,0,26,17,0,0,0,0,win,Jon Madsen,Heavyweight,S-DEC,3,5:00
Brian Stann,Rodney Wallace,"December 05, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,36,15,0,7,0,2,win,Brian Stann,Light Heavyweight,U-DEC,3,5:00
John Howard,Dennis Hallman,"December 05, 2009","Las Vegas, Nevada, USA",Josh Rosenthal,1,0,14,8,2,2,0,2,win,John Howard,Welterweight,KO/TKO Punches,3,4:55
Mark Bocek,Joe Brammer,"December 05, 2009","Las Vegas, Nevada, USA",Herb Dean,0,0,6,3,2,0,1,0,win,Mark Bocek,Lightweight,SUB Rear Naked Choke,1,3:36
Forrest Griffin,Tito Ortiz,"November 21, 2009","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,70,24,0,3,0,0,win,Forrest Griffin,Light Heavyweight,S-DEC,3,5:00
Josh Koscheck,Anthony Johnson,"November 21, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,0,0,19,16,2,0,1,0,win,Josh Koscheck,Welterweight,SUB Rear Naked Choke,2,4:47
Paulo Thiago,Jacob Volkmann,"November 21, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,2,0,34,16,2,1,0,1,win,Paulo Thiago,Welterweight,U-DEC,3,5:00
Rogerio Nogueira,Luiz Cane,"November 21, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,1,0,14,3,0,0,0,0,win,Rogerio Nogueira,Light Heavyweight,KO/TKO Punch,1,1:56
Amir Sadollah,Phil Baroni,"November 21, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,134,51,0,1,0,0,win,Amir Sadollah,Welterweight,U-DEC,3,5:00
Ben Saunders,Marcus Davis,"November 21, 2009","Las Vegas, Nevada, USA",Josh Rosenthal,0,0,22,8,0,0,0,0,win,Ben Saunders,Welterweight,KO/TKO Knee,1,3:24
Kendall Grove,Jake Rosholt,"November 21, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,0,0,3,5,1,3,1,1,win,Kendall Grove,Middleweight,SUB Triangle Choke,1,3:59
Brian Foster,Brock Larson,"November 21, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,28,6,2,1,0,1,win,Brian Foster,Welterweight,KO/TKO Punches,2,3:25
Caol Uno,Fabricio Camoes,"November 21, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,0,0,28,22,2,5,0,2,"draw


draw",Fabricio Camoes,Lightweight,M-DEC,3,5:00
George Sotiropoulos,Jason Dent,"November 21, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,33,25,3,0,2,0,win,George Sotiropoulos,Lightweight,SUB Armbar,2,4:36
Randy Couture,Brandon Vera,"November 14, 2009","Manchester, England, United Kingdom",Marc Goddard,0,1,39,27,1,1,0,0,win,Randy Couture,Light Heavyweight,U-DEC,3,5:00
Dan Hardy,Mike Swick,"November 14, 2009","Manchester, England, United Kingdom",Kevin Mulhall,0,0,55,38,1,0,0,1,win,Dan Hardy,Welterweight,U-DEC,3,5:00
Michael Bisping,Denis Kang,"November 14, 2009","Manchester, England, United Kingdom",Dan Miragliotta,0,1,29,11,3,0,1,0,win,Michael Bisping,Middleweight,KO/TKO Punches,2,4:24
Matt Brown,James Wilks,"November 14, 2009","Manchester, England, United Kingdom",Leon Roberts,1,0,45,19,0,1,3,3,win,Matt Brown,Welterweight,KO/TKO Punches,3,2:27
Ross Pearson,Aaron Riley,"November 14, 2009","Manchester, England, United Kingdom",Marc Goddard,0,0,59,15,0,0,0,0,win,Ross Pearson,Lightweight,KO/TKO,2,4:38
John Hathaway,Paul Taylor,"November 14, 2009","Manchester, England, United Kingdom",Kevin Mulhall,0,0,80,5,5,0,0,1,win,John Hathaway,Welterweight,U-DEC,3,5:00
Terry Etim,Shannon Gugerty,"November 14, 2009","Manchester, England, United Kingdom",Dan Miragliotta,0,0,17,11,0,1,1,0,win,Terry Etim,Lightweight,SUB Guillotine Choke,2,1:24
Nick Osipczak,Matthew Riddle,"November 14, 2009","Manchester, England, United Kingdom",Marc Goddard,0,0,46,28,0,4,1,0,win,Nick Osipczak,Welterweight,KO/TKO Punches,3,3:53
Dennis Siver,Paul Kelly,"November 14, 2009","Manchester, England, United Kingdom",Dan Miragliotta,2,0,38,12,0,1,0,0,win,Dennis Siver,Lightweight,KO/TKO Punches,2,2:53
Alexander Gustafsson,Jared Hamman,"November 14, 2009","Manchester, England, United Kingdom",Kevin Mulhall,1,0,6,6,0,0,0,0,win,Alexander Gustafsson,Light Heavyweight,KO/TKO Punch,1,0:41
Andre Winner,Rolando Delgado,"November 14, 2009","Manchester, England, United Kingdom",Leon Roberts,2,0,14,11,0,0,0,0,win,Andre Winner,Lightweight,KO/TKO Punch,1,3:22
Lyoto Machida,Mauricio Rua,"October 24, 2009","Los Angeles, California, USA",Herb Dean,0,0,35,80,0,0,0,0,win,Lyoto Machida,Light Heavyweight,U-DEC,5,5:00
Cain Velasquez,Ben Rothwell,"October 24, 2009","Los Angeles, California, USA",Steve Mazzagatti,0,0,62,3,5,0,0,0,win,Cain Velasquez,Heavyweight,KO/TKO Punches,2,0:58
Gleison Tibau,Josh Neer,"October 24, 2009","Los Angeles, California, USA",Josh Rosenthal,0,0,22,24,11,0,2,0,win,Gleison Tibau,Lightweight,U-DEC,3,5:00
Joe Stevenson,Spencer Fisher,"October 24, 2009","Los Angeles, California, USA",Herb Dean,0,0,28,14,2,0,0,0,win,Joe Stevenson,Lightweight,KO/TKO Elbows,2,4:03
Anthony Johnson,Yoshiyuki Yoshida,"October 24, 2009","Los Angeles, California, USA",Steve Mazzagatti,1,0,10,0,0,0,0,0,win,Anthony Johnson,Welterweight,KO/TKO Punch,1,0:41
Ryan Bader,Eric Schafer,"October 24, 2009","Los Angeles, California, USA",Josh Rosenthal,2,0,52,25,3,0,0,1,win,Ryan Bader,Light Heavyweight,U-DEC,3,5:00
Pat Barry,Antoni Hardonk,"October 24, 2009","Los Angeles, California, USA",Josh Rosenthal,1,0,29,29,0,0,0,0,win,Pat Barry,Heavyweight,KO/TKO Punches,2,2:30
Chael Sonnen,Yushin Okami,"October 24, 2009","Los Angeles, California, USA",Steve Mazzagatti,0,0,91,25,4,0,0,1,win,Chael Sonnen,Middleweight,U-DEC,3,5:00
Jorge Rivera,Rob Kimmons,"October 24, 2009","Los Angeles, California, USA",Jason Herzog,1,0,66,23,0,1,0,0,win,Jorge Rivera,Middleweight,KO/TKO Punches,3,1:53
Kyle Kingsbury,Razak Al-Hassan,"October 24, 2009","Los Angeles, California, USA",Jason Herzog,0,0,25,31,2,1,0,0,win,Kyle Kingsbury,Light Heavyweight,S-DEC,3,5:00
Stefan Struve,Chase Gormley,"October 24, 2009","Los Angeles, California, USA",Jason Herzog,0,0,12,8,1,1,3,1,win,Stefan Struve,Heavyweight,SUB Triangle Choke,1,4:04
Vitor Belfort,Rich Franklin,"September 19, 2009","Dallas, Texas, USA",Yves Lavigne,0,0,9,4,0,0,0,0,win,Vitor Belfort,Catch Weight,KO/TKO Punch,1,3:02
Junior Dos Santos,Mirko Filipovic,"September 19, 2009","Dallas, Texas, USA",Dan Miragliotta,0,0,70,22,0,0,0,0,win,Junior Dos Santos,Heavyweight,KO/TKO Punches,3,2:00
Paul Daley,Martin Kampmann,"September 19, 2009","Dallas, Texas, USA",Yves Lavigne,0,0,27,12,0,0,0,0,win,Paul Daley,Welterweight,KO/TKO Punches,1,2:31
Josh Koscheck,Frank Trigg,"September 19, 2009","Dallas, Texas, USA",Leon Roberts,1,0,9,1,0,0,0,0,win,Josh Koscheck,Welterweight,KO/TKO Punch,1,1:25
Tyson Griffin,Hermes Franca,"September 19, 2009","Dallas, Texas, USA",Dan Miragliotta,1,0,67,11,0,0,0,0,win,Tyson Griffin,Lightweight,KO/TKO Punch,2,3:26
Efrain Escudero,Cole Miller,"September 19, 2009","Dallas, Texas, USA",Yves Lavigne,1,0,10,6,1,0,0,0,win,Efrain Escudero,Lightweight,KO/TKO Punch,1,3:36
Tomasz Drwal,Drew McFedries,"September 19, 2009","Dallas, Texas, USA",Leon Roberts,0,0,31,17,3,0,1,0,win,Tomasz Drwal,Middleweight,SUB Rear Naked Choke,2,1:03
Jim Miller,Steve Lopez,"September 19, 2009","Dallas, Texas, USA",Don Turnage,1,0,30,6,0,0,1,0,win,Jim Miller,Lightweight,KO/TKO,2,0:48
Nik Lentz,Rafaello Oliveira,"September 19, 2009","Dallas, Texas, USA",Kerry Hatley,0,0,67,29,4,4,4,0,win,Nik Lentz,Lightweight,U-DEC,3,5:00
Rick Story,Brian Foster,"September 19, 2009","Dallas, Texas, USA",Dan Miragliotta,0,0,18,6,3,0,1,1,win,Rick Story,Welterweight,SUB Arm Triangle,2,1:09
Eliot Marshall,Jason Brilz,"September 19, 2009","Dallas, Texas, USA",Don Turnage,0,0,29,27,0,0,0,0,win,Eliot Marshall,Light Heavyweight,S-DEC,3,5:00
Vladimir Matyushenko,Igor Pokrajac,"September 19, 2009","Dallas, Texas, USA",Leon Roberts,0,0,44,17,4,1,1,0,win,Vladimir Matyushenko,Light Heavyweight,U-DEC,3,5:00
Rafael Dos Anjos,Rob Emerson,"September 19, 2009","Dallas, Texas, USA",Kerry Hatley,0,0,52,27,2,0,0,0,win,Rafael Dos Anjos,Lightweight,U-DEC,3,5:00
Nate Diaz,Melvin Guillard,"September 16, 2009","Oklahoma City, Oklahoma, USA",Herb Dean,0,1,21,11,2,3,2,0,win,Nate Diaz,Lightweight,SUB Guillotine Choke,2,2:13
Gray Maynard,Roger Huerta,"September 16, 2009","Oklahoma City, Oklahoma, USA",Dan Miragliotta,0,0,23,40,3,0,1,0,win,Gray Maynard,Lightweight,S-DEC,3,5:00
Carlos Condit,Jake Ellenberger,"September 16, 2009","Oklahoma City, Oklahoma, USA",Leon Roberts,0,2,27,28,1,3,1,3,win,Carlos Condit,Welterweight,S-DEC,3,5:00
Nate Quarry,Tim Credeur,"September 16, 2009","Oklahoma City, Oklahoma, USA",Herb Dean,2,1,53,40,0,0,0,1,win,Nate Quarry,Middleweight,U-DEC,3,5:00
Brian Stann,Steve Cantwell,"September 16, 2009","Oklahoma City, Oklahoma, USA",Kevin Nix,0,0,44,35,0,0,0,0,win,Brian Stann,Light Heavyweight,U-DEC,3,5:00
Mike Pyle,Chris Wilson,"September 16, 2009","Oklahoma City, Oklahoma, USA",Dan Miragliotta,0,0,12,19,2,1,2,1,win,Mike Pyle,Welterweight,SUB Guillotine Choke,3,2:15
CB Dollaway,Jay Silva,"September 16, 2009","Oklahoma City, Oklahoma, USA",Leon Roberts,0,0,32,19,6,0,2,2,win,CB Dollaway,Middleweight,U-DEC,3,5:00
Jeremy Stephens,Justin Buchholz,"September 16, 2009","Oklahoma City, Oklahoma, USA",Kevin Nix,2,0,28,9,0,0,0,0,win,Jeremy Stephens,Lightweight,KO/TKO,1,3:23
Mike Pierce,Brock Larson,"September 16, 2009","Oklahoma City, Oklahoma, USA",Tom Jones,0,0,27,11,6,0,0,1,win,Mike Pierce,Welterweight,U-DEC,3,5:00
Ryan Jensen,Steve Steinbeiss,"September 16, 2009","Oklahoma City, Oklahoma, USA",Gary Ritter,0,0,9,7,1,0,1,0,win,Ryan Jensen,Middleweight,SUB Guillotine Choke,1,3:56
Antonio Rodrigo Nogueira,Randy Couture,"August 29, 2009","Portland, Oregon, USA",Mario Yamasaki,2,0,27,42,0,0,3,0,win,Antonio Rodrigo Nogueira,Heavyweight,U-DEC,3,5:00
Thiago Silva,Keith Jardine,"August 29, 2009","Portland, Oregon, USA",Herb Dean,1,0,5,3,0,0,0,0,win,Thiago Silva,Light Heavyweight,KO/TKO Punch,1,1:35
Jake Rosholt,Chris Leben,"August 29, 2009","Portland, Oregon, USA",Yves Lavigne,0,0,21,14,3,1,1,0,win,Jake Rosholt,Middleweight,SUB Arm Triangle,3,1:30
Nate Marquardt,Demian Maia,"August 29, 2009","Portland, Oregon, USA",Dave Hagen,1,0,1,0,0,0,0,0,win,Nate Marquardt,Middleweight,KO/TKO Punch,1,0:21
Brandon Vera,Krzysztof Soszynski,"August 29, 2009","Portland, Oregon, USA",Herb Dean,0,0,62,41,1,1,0,0,win,Brandon Vera,Light Heavyweight,U-DEC,3,5:00
Aaron Simpson,Ed Herman,"August 29, 2009","Portland, Oregon, USA",Yves Lavigne,1,0,25,7,3,0,0,0,win,Aaron Simpson,Middleweight,KO/TKO,2,0:17
Gabriel Gonzaga,Chris Tuchscherer,"August 29, 2009","Portland, Oregon, USA",Dave Hagen,1,0,22,0,0,0,0,0,win,Gabriel Gonzaga,Heavyweight,KO/TKO Punches,1,2:27
Mike Russow,Justin McCully,"August 29, 2009","Portland, Oregon, USA",Herb Dean,0,0,21,11,8,0,2,0,win,Mike Russow,Heavyweight,U-DEC,3,5:00
Todd Duffee,Tim Hague,"August 29, 2009","Portland, Oregon, USA",Mario Yamasaki,1,0,4,0,0,0,0,0,win,Todd Duffee,Heavyweight,KO/TKO Punch,1,0:07
Mark Munoz,Nick Catone,"August 29, 2009","Portland, Oregon, USA",Yves Lavigne,0,0,53,38,2,3,2,1,win,Mark Munoz,Middleweight,S-DEC,3,5:00
Evan Dunham,Marcus Aurelio,"August 29, 2009","Portland, Oregon, USA",Shawn Gregory,1,0,58,27,1,3,0,1,win,Evan Dunham,Lightweight,S-DEC,3,5:00
BJ Penn,Kenny Florian,"August 08, 2009","Philadelphia, Pennsylvania, USA",Dan Miragliotta,0,0,57,19,1,0,1,0,win,BJ Penn,Lightweight,SUB Rear Naked Choke,4,3:54
Anderson Silva,Forrest Griffin,"August 08, 2009","Philadelphia, Pennsylvania, USA",Kevin Mulhall,3,0,13,3,0,0,0,0,win,Anderson Silva,Light Heavyweight,KO/TKO Punch,1,3:23
Aaron Riley,Shane Nelson,"August 08, 2009","Philadelphia, Pennsylvania, USA",Kevin Mulhall,0,0,50,28,2,0,0,0,win,Aaron Riley,Lightweight,U-DEC,3,5:00
Johny Hendricks,Amir Sadollah,"August 08, 2009","Philadelphia, Pennsylvania, USA",Dan Miragliotta,1,0,7,2,0,0,0,0,win,Johny Hendricks,Welterweight,KO/TKO Punches,1,0:29
Ricardo Almeida,Kendall Grove,"August 08, 2009","Philadelphia, Pennsylvania, USA",Mario Yamasaki,0,0,38,25,6,0,0,2,win,Ricardo Almeida,Middleweight,U-DEC,3,5:00
Kurt Pellegrino,Josh Neer,"August 08, 2009","Philadelphia, Pennsylvania, USA",Dan Miragliotta,0,0,21,24,3,0,0,1,win,Kurt Pellegrino,Lightweight,U-DEC,3,5:00
John Howard,Tamdan McCrory,"August 08, 2009","Philadelphia, Pennsylvania, USA",Mario Yamasaki,0,0,19,11,5,2,1,1,win,John Howard,Welterweight,S-DEC,3,5:00
Alessio Sakara,Thales Leites,"August 08, 2009","Philadelphia, Pennsylvania, USA",Marc Goddard,0,0,24,22,0,4,0,0,win,Alessio Sakara,Middleweight,S-DEC,3,5:00
Matthew Riddle,Dan Cramer,"August 08, 2009","Philadelphia, Pennsylvania, USA",Keith Peterson,0,0,47,5,2,0,2,1,win,Matthew Riddle,Welterweight,U-DEC,3,5:00
George Sotiropoulos,George Roop,"August 08, 2009","Philadelphia, Pennsylvania, USA",Marc Goddard,0,0,14,5,3,0,1,0,win,George Sotiropoulos,Lightweight,SUB Kimura,2,1:59
Jesse Lennox,Danillo Villefort,"August 08, 2009","Philadelphia, Pennsylvania, USA",Keith Peterson,0,0,37,43,1,1,0,1,win,Jesse Lennox,Welterweight,KO/TKO,3,3:37
Jon Fitch,Paulo Thiago,"July 11, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,15,5,4,0,1,5,win,Jon Fitch,Welterweight,U-DEC,3,5:00
Brock Lesnar,Frank Mir,"July 11, 2009","Las Vegas, Nevada, USA",Herb Dean,0,0,47,4,1,0,0,0,win,Brock Lesnar,Heavyweight,KO/TKO Punches,2,1:48
Georges St-Pierre,Thiago Alves,"July 11, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,1,0,59,30,10,0,1,0,win,Georges St-Pierre,Welterweight,U-DEC,5,5:00
Dan Henderson,Michael Bisping,"July 11, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,1,0,29,22,0,0,0,0,win,Dan Henderson,Middleweight,KO/TKO Punch,2,3:20
Yoshihiro Akiyama,Alan Belcher,"July 11, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,0,1,55,76,3,0,0,0,win,Yoshihiro Akiyama,Middleweight,S-DEC,3,5:00
Mark Coleman,Stephan Bonnar,"July 11, 2009","Las Vegas, Nevada, USA",Herb Dean,0,0,20,26,3,0,0,3,win,Mark Coleman,Light Heavyweight,U-DEC,3,5:00
Jim Miller,Mac Danzig,"July 11, 2009","Las Vegas, Nevada, USA",Steve Mazzagatti,0,0,37,20,6,0,1,1,win,Jim Miller,Lightweight,U-DEC,3,5:00
Jon Jones,Jake O'Brien,"July 11, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,25,11,0,0,1,0,win,Jon Jones,Light Heavyweight,SUB Guillotine Choke,2,2:43
Dong Hyun Kim,TJ Grant,"July 11, 2009","Las Vegas, Nevada, USA",Mario Yamasaki,0,0,29,22,4,1,1,0,win,Dong Hyun Kim,Welterweight,U-DEC,3,5:00
Tom Lawlor,CB Dollaway,"July 11, 2009","Las Vegas, Nevada, USA",Yves Lavigne,0,0,0,1,0,0,1,0,win,Tom Lawlor,Middleweight,SUB Guillotine Choke,1,0:55
